date,price
2022-01-07 16:40:00,15080.0
2022-01-21 14:52:00,11990.0
2022-01-28 17:48:00,11390.5
2022-02-04 07:28:00,11990.0
2022-02-04 19:48:00,11324.0
2022-02-18 07:32:00,11990.0
2022-02-18 22:06:00,11324.0
2022-02-22 18:58:00,11990.0
2022-03-11 08:08:00,9592.1
2022-03-15 19:48:00,11990.0
2022-03-22 01:00:00,11299.0
2022-03-23 17:24:00,9592.1
2022-03-27 00:46:00,11299.0
2022-03-27 16:28:00,9592.1
2022-03-28 05:40:00,11299.0
2022-04-06 00:28:00,10990.0
2022-04-08 22:18:00,11299.0
2022-04-21 09:44:00,10490.0
2022-05-18 02:54:00,10365.38
2022-05-20 03:54:00,8690.0
