date,price
2018-02-25 03:48:00,138.1
2018-02-26 07:44:00,137.91
2018-02-27 08:40:00,138.1
2018-02-28 03:50:00,139.13
2018-03-01 03:16:00,140.18
2018-03-01 07:24:00,135.43
2018-03-02 10:08:00,134.86
2018-03-03 02:48:00,135.11
2018-03-04 03:00:00,134.86
2018-03-04 10:32:00,134.67
2018-03-05 10:30:00,134.29
2018-03-07 02:40:00,134.03
2018-03-08 02:30:00,133.53
2018-03-08 15:12:00,133.34
2018-03-10 02:12:00,132.85
2018-03-11 02:28:00,132.6
2018-03-11 11:38:00,132.41
2018-03-11 22:28:00,132.6
2018-03-12 00:08:00,132.41
2018-03-12 10:12:00,132.03
2018-03-14 02:18:00,131.79
2018-03-15 02:40:00,132.03
2018-03-16 02:52:00,131.79
2018-03-17 02:34:00,132.53
2018-03-22 02:12:00,133.02
2018-03-23 02:30:00,130.82
2018-03-24 02:08:00,132.03
2018-03-25 02:44:00,131.3
2018-03-28 02:24:00,130.1
2018-03-29 03:00:00,130.33
2018-03-29 11:56:00,129.78
2018-03-30 02:10:00,129.3
2018-03-31 02:24:00,128.36
2018-04-04 02:46:00,128.83
2018-04-05 02:32:00,128.6
2018-04-06 02:28:00,127.67
2018-04-07 02:58:00,128.6
2018-04-08 02:16:00,129.07
2018-04-11 02:36:00,129.54
2018-04-12 00:48:00,264.0
2018-04-14 00:50:00,128.6
2018-04-14 03:36:00,128.36
2018-04-15 02:28:00,127.44
2018-04-18 03:56:00,127.21
2018-04-19 02:32:00,127.44
2018-04-20 02:12:00,127.67
2018-04-21 02:42:00,130.26
2018-04-22 02:16:00,130.74
2018-04-25 02:52:00,133.71
2018-04-26 02:32:00,132.95
2018-04-28 03:30:00,132.7
2018-04-29 03:32:00,131.47
2018-05-02 02:20:00,132.21
2018-05-03 02:36:00,133.71
2018-05-04 01:46:00,163.36
2018-05-04 04:44:00,164.61
2018-05-05 02:44:00,164.29
2018-05-06 03:00:00,166.19
2018-05-09 02:34:00,167.81
2018-05-10 04:44:00,168.79
2018-05-12 03:32:00,165.87
2018-05-13 02:32:00,167.48
2018-05-16 02:32:00,169.13
2018-05-17 02:16:00,169.79
2018-05-18 02:52:00,168.79
2018-05-19 02:52:00,170.13
2018-05-20 03:00:00,172.16
2018-05-23 02:50:00,170.8
2018-05-24 02:28:00,170.46
2018-05-24 06:22:00,169.46
2018-05-25 02:30:00,168.47
2018-05-25 09:40:00,264.0
2018-05-25 15:12:00,220.36
2018-05-26 08:08:00,256.0
2018-05-26 09:06:00,220.36
2018-05-26 10:50:00,256.0
2018-05-26 17:22:00,264.0
2018-05-29 19:52:00,167.48
2018-05-29 23:30:00,264.0
2018-05-30 11:44:00,168.14
2018-05-31 02:18:00,170.14
2018-06-01 03:00:00,169.13
2018-06-02 02:28:00,170.81
2018-06-06 02:44:00,172.19
2018-06-07 02:16:00,175.36
2018-06-08 02:20:00,173.93
2018-06-09 02:44:00,175.72
2018-06-10 02:36:00,173.93
2018-06-12 02:28:00,174.29
2018-06-13 02:44:00,176.44
2018-06-14 02:16:00,177.53
2018-06-15 03:20:00,177.17
2018-06-16 03:04:00,179.02
2018-06-17 03:16:00,176.8
2018-06-20 02:48:00,176.08
2018-06-22 05:22:00,174.64
2018-06-23 07:16:00,174.29
2018-06-24 07:24:00,171.5
2018-06-27 02:24:00,170.48
2018-06-28 02:48:00,171.16
2018-06-28 20:30:00,172.88
2018-06-29 04:00:00,169.13
2018-06-30 05:00:00,170.81
2018-07-04 02:56:00,171.16
2018-07-05 02:20:00,166.83
2018-07-07 02:40:00,164.59
2018-07-08 02:48:00,163.33
2018-07-11 03:24:00,164.59
2018-07-12 02:52:00,162.4
2018-07-13 02:46:00,163.64
2018-07-13 18:56:00,158.82
2018-07-14 02:22:00,157.92
2018-07-15 03:22:00,157.32
2018-07-16 19:50:00,255.63
2018-07-16 20:58:00,157.32
2018-07-18 03:08:00,156.73
2018-07-19 02:46:00,157.32
2018-07-20 18:00:00,158.52
2018-07-22 02:32:00,158.22
2018-07-25 02:48:00,157.03
2018-07-27 02:38:00,155.27
2018-07-28 03:08:00,154.98
2018-08-01 04:08:00,154.4
2018-08-02 02:52:00,155.27
2018-08-03 02:32:00,154.69
2018-08-03 18:24:00,153.57
2018-08-04 02:44:00,154.14
2018-08-05 02:52:00,153.28
2018-08-07 02:54:00,153.0
2018-08-07 03:44:00,153.18
2018-08-07 15:08:00,154.12
2018-08-07 21:00:00,165.9
2018-08-09 02:24:00,165.29
2018-08-10 02:48:00,165.6
2018-08-11 02:12:00,167.45
2018-08-12 02:56:00,169.35
2018-08-15 02:14:00,171.29
2018-08-16 02:28:00,169.03
2018-08-17 02:40:00,171.29
2018-08-18 06:24:00,169.99
2018-08-19 03:08:00,169.35
2018-08-22 02:48:00,170.32
2018-08-23 02:20:00,169.67
2018-08-24 02:32:00,167.77
2018-08-25 03:12:00,170.32
2018-08-26 02:36:00,169.35
2018-08-29 03:04:00,168.08
2018-08-30 02:18:00,170.97
2018-09-06 20:50:00,173.28
2018-09-07 20:28:00,171.95
2018-09-08 20:44:00,172.95
2018-09-11 20:12:00,172.61
2018-09-12 20:24:00,171.95
2018-09-13 20:12:00,170.32
2018-09-14 20:24:00,168.71
2018-09-15 20:32:00,169.35
2018-09-18 20:56:00,168.71
2018-09-19 21:00:00,168.4
2018-09-20 20:56:00,168.08
2018-09-21 20:16:00,168.71
2018-09-25 21:34:00,169.99
2018-09-27 20:24:00,168.71
2018-09-28 20:32:00,168.4
2018-09-29 21:32:00,167.77
2018-10-03 20:48:00,168.4
2018-10-04 20:08:00,170.64
2018-10-05 05:18:00,171.29
2018-10-06 21:36:00,168.71
2018-10-09 20:12:00,169.67
2018-10-10 20:42:00,170.64
2018-10-11 20:16:00,171.62
2018-10-12 20:32:00,169.99
2018-10-13 19:44:00,169.03
2018-10-16 20:20:00,168.71
2018-10-17 20:30:00,168.08
2018-10-18 20:42:00,169.03
2018-10-19 20:16:00,171.62
2018-10-20 20:28:00,172.61
2018-10-23 20:40:00,173.96
2018-10-24 21:00:00,172.95
2018-10-25 20:44:00,175.66
2018-10-26 21:00:00,174.63
2018-10-27 20:44:00,173.28
2018-10-30 20:18:00,179.89
2018-10-31 20:16:00,179.53
2018-11-01 20:16:00,182.09
2018-11-02 20:32:00,180.62
2018-11-03 22:56:00,179.17
2018-11-06 22:24:00,178.11
2018-11-08 01:30:00,176.7
2018-11-08 21:32:00,178.11
2018-11-09 22:00:00,180.98
2018-11-10 20:12:00,180.26
